id_egresso,meses_desde_formacao,idade_egresso,nivel_cargo,renda_mensal_estimada,area_atuacao,modalidade_graduacao,tipo_empresa,satisfacao_graduacao_nps,engajamento_alumni_score,bolsista_graduacao,potencial_matricula_pos
2649,65,27,Sênior,9101.78,Humanas,Híbrido,Iniciativa Privada,6,18,0,0
2650,98,34,Gestão,16754.43,Exatas,Presencial,Iniciativa Privada,9,36,0,0
2651,94,32,Gestão,14348.78,Tecnologia,Híbrido,Iniciativa Privada,8,84,0,0
2652,38,23,Sem vínculo,0.0,Exatas,Presencial,Desempregado,7,78,0,0
2653,54,26,Júnior,1894.08,Humanas,Presencial,Setor Público,4,60,0,0
2654,101,33,Pleno,3508.77,Humanas,Presencial,Iniciativa Privada,8,25,1,0
2655,118,32,Gestão,18047.53,Humanas,EAD,Iniciativa Privada,6,93,1,1
2656,40,29,Pleno,6535.0,Humanas,Presencial,Iniciativa Privada,5,78,1,0
2657,49,29,Pleno,9189.18,Tecnologia,Presencial,Iniciativa Privada,5,63,0,0
2658,107,30,Sem vínculo,0.0,Exatas,Híbrido,Desempregado,7,12,0,0
2659,95,27,Sênior,11995.4,Humanas,Presencial,Iniciativa Privada,8,90,0,1
2660,16,21,Sem vínculo,0.0,Humanas,EAD,Desempregado,4,86,1,0
2661,104,35,Sênior,10644.7,Exatas,EAD,Iniciativa Privada,4,33,1,0
2662,77,32,Gestão,16797.29,Exatas,Presencial,Setor Público,6,97,1,0
2663,115,34,Sênior,11349.66,Humanas,EAD,Iniciativa Privada,9,22,0,0
2664,83,33,Gestão,15656.06,Tecnologia,EAD,Iniciativa Privada,8,19,0,0
2665,79,28,Sênior,11580.6,Tecnologia,Presencial,Iniciativa Privada,8,53,0,0
2666,71,32,Sênior,9422.82,Exatas,Presencial,Autônomo/PJ,5,72,0,0
2667,51,25,Pleno,7617.36,Tecnologia,EAD,Autônomo/PJ,10,57,1,1
2668,14,24,Júnior,3503.33,Exatas,Presencial,Autônomo/PJ,6,58,1,0
2669,8,27,Júnior,4794.26,Tecnologia,Presencial,Autônomo/PJ,6,19,1,0
2670,90,30,Gestão,15867.6,Humanas,EAD,Autônomo/PJ,9,38,1,1
2671,31,24,Sênior,9210.27,Tecnologia,Presencial,Iniciativa Privada,6,77,0,0
2672,77,27,Pleno,5598.01,Humanas,Híbrido,Iniciativa Privada,8,89,0,1
2673,53,24,Júnior,3252.87,Humanas,Presencial,Setor Público,10,90,0,1
2674,71,31,Pleno,6932.55,Exatas,Presencial,Setor Público,5,97,1,0
2675,75,30,Gestão,18537.02,Tecnologia,EAD,Autônomo/PJ,6,92,1,0
2676,33,26,Pleno,6643.78,Humanas,Presencial,Iniciativa Privada,5,31,0,0
2677,98,34,Gestão,17120.88,Tecnologia,EAD,Iniciativa Privada,9,40,0,0
2678,31,24,Sem vínculo,0.0,Tecnologia,Híbrido,Desempregado,6,68,0,0
2679,30,23,Sênior,11937.51,Tecnologia,Presencial,Setor Público,8,67,0,0
2680,17,22,Júnior,2021.3,Tecnologia,Presencial,Iniciativa Privada,5,86,1,0
2681,10,23,Júnior,2440.42,Biológicas,Presencial,Autônomo/PJ,7,20,1,0
2682,103,28,Sem vínculo,0.0,Humanas,EAD,Desempregado,10,96,1,0
2683,53,29,Júnior,3450.51,Exatas,Presencial,Iniciativa Privada,9,23,0,0
2684,42,30,Sênior,9852.65,Biológicas,Presencial,Autônomo/PJ,6,15,1,0
2685,84,28,Sem vínculo,0.0,Tecnologia,EAD,Desempregado,8,31,1,0
2686,49,30,Sem vínculo,0.0,Humanas,Presencial,Desempregado,5,82,1,0
2687,105,33,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,4,25,0,0
2688,20,25,Júnior,4402.31,Biológicas,Híbrido,Iniciativa Privada,8,2,1,0
2689,48,29,Pleno,4925.06,Tecnologia,Presencial,Iniciativa Privada,8,98,1,0
2690,53,24,Júnior,1500.0,Humanas,Presencial,Iniciativa Privada,4,81,1,0
2691,92,33,Sênior,13384.46,Tecnologia,Presencial,Iniciativa Privada,4,6,1,0
2692,75,26,Pleno,5493.54,Exatas,Híbrido,Iniciativa Privada,10,95,0,0
2693,51,29,Pleno,7686.14,Exatas,Presencial,Iniciativa Privada,7,87,0,0
2694,119,36,Sênior,12292.27,Humanas,Presencial,Iniciativa Privada,7,15,0,0
2695,113,31,Gestão,17817.48,Tecnologia,Presencial,Iniciativa Privada,7,52,0,0
2696,48,25,Pleno,7614.12,Tecnologia,Híbrido,Iniciativa Privada,8,87,0,0
2697,114,35,Gestão,15644.31,Tecnologia,Presencial,Autônomo/PJ,10,3,0,0
2698,26,24,Pleno,8584.55,Tecnologia,Presencial,Iniciativa Privada,8,44,1,1
2699,28,27,Pleno,6414.47,Tecnologia,EAD,Setor Público,8,31,1,0
2700,112,30,Sênior,11688.9,Biológicas,Presencial,Iniciativa Privada,7,97,1,0
2701,85,30,Gestão,17276.5,Tecnologia,EAD,Iniciativa Privada,5,82,0,0
2702,52,26,Sem vínculo,0.0,Tecnologia,EAD,Desempregado,10,77,0,0
2703,20,23,Júnior,2263.1,Humanas,Presencial,Iniciativa Privada,8,57,0,0
2704,30,27,Pleno,5722.06,Humanas,EAD,Iniciativa Privada,8,12,1,0
2705,41,27,Pleno,6717.9,Humanas,Presencial,Iniciativa Privada,8,21,0,0
2706,80,31,Sênior,13244.21,Humanas,Presencial,Iniciativa Privada,7,94,0,1
2707,56,26,Pleno,5198.55,Tecnologia,EAD,Iniciativa Privada,6,43,0,0
2708,20,22,Júnior,3152.38,Humanas,Presencial,Iniciativa Privada,7,43,1,0
2709,73,33,Gestão,16964.79,Exatas,Presencial,Iniciativa Privada,6,29,0,0
2710,26,26,Júnior,3689.82,Humanas,Presencial,ONG,7,22,0,0
2711,18,26,Júnior,5024.79,Biológicas,Híbrido,Setor Público,10,11,1,0
2712,91,34,Gestão,15589.13,Biológicas,Híbrido,Iniciativa Privada,5,13,1,0
2713,24,28,Sênior,11675.16,Biológicas,Presencial,Iniciativa Privada,5,35,0,0
2714,39,28,Júnior,4207.02,Tecnologia,Presencial,Iniciativa Privada,8,44,1,0
2715,83,28,Gestão,18204.36,Exatas,Híbrido,Iniciativa Privada,7,71,0,0
2716,73,33,Gestão,17164.75,Biológicas,Presencial,Iniciativa Privada,6,23,1,0
2717,117,31,Sênior,10827.35,Exatas,Presencial,Autônomo/PJ,6,2,1,0
2718,57,27,Júnior,2411.85,Tecnologia,EAD,Iniciativa Privada,5,77,1,0
2719,115,36,Gestão,16860.14,Humanas,Presencial,Autônomo/PJ,8,50,0,1
2720,32,29,Sênior,9698.79,Tecnologia,EAD,Iniciativa Privada,10,74,1,0
2721,34,27,Sem vínculo,0.0,Humanas,Híbrido,Desempregado,6,54,1,0
2722,116,31,Gestão,17473.26,Biológicas,Presencial,Setor Público,7,37,1,0
2723,33,28,Sênior,12361.15,Exatas,EAD,Autônomo/PJ,8,91,1,0
2724,40,23,Sênior,13241.17,Exatas,EAD,Iniciativa Privada,9,86,0,0
2725,13,25,Júnior,3056.4,Tecnologia,Híbrido,ONG,7,81,0,0
2726,21,21,Pleno,7161.81,Biológicas,Presencial,Autônomo/PJ,7,19,1,0
2727,111,33,Sênior,12860.86,Exatas,Híbrido,Setor Público,5,96,0,0
2728,41,29,Júnior,3879.29,Exatas,Presencial,Iniciativa Privada,10,1,0,0
2729,35,29,Pleno,7076.44,Humanas,Presencial,Autônomo/PJ,7,100,0,0
2730,23,28,Júnior,4079.63,Tecnologia,Presencial,Iniciativa Privada,4,25,0,0
2731,7,25,Júnior,2570.93,Exatas,Híbrido,Setor Público,8,1,1,0
2732,54,27,Pleno,7041.11,Humanas,Presencial,Autônomo/PJ,4,66,1,0
2733,82,28,Sênior,11119.94,Biológicas,Híbrido,Iniciativa Privada,10,83,1,1
2734,9,22,Pleno,8508.61,Tecnologia,Presencial,Iniciativa Privada,7,73,1,0
2735,95,29,Sênior,9821.61,Tecnologia,EAD,Iniciativa Privada,7,41,1,0
2736,94,32,Gestão,18687.85,Exatas,Presencial,Autônomo/PJ,5,84,1,0
2737,99,32,Sênior,11557.89,Humanas,Presencial,Iniciativa Privada,5,39,0,0
2738,80,33,Gestão,16743.05,Exatas,EAD,Iniciativa Privada,9,8,1,0
2739,12,27,Júnior,4124.91,Biológicas,Presencial,Iniciativa Privada,5,1,1,0
2740,100,30,Gestão,15399.16,Tecnologia,Presencial,Autônomo/PJ,9,27,1,0
2741,113,29,Sênior,10726.63,Tecnologia,EAD,Iniciativa Privada,10,2,0,0
2742,79,28,Gestão,16019.56,Tecnologia,Presencial,Setor Público,10,15,0,0
2743,44,30,Sênior,10943.22,Biológicas,EAD,Iniciativa Privada,5,3,1,0
2744,18,26,Júnior,5620.86,Tecnologia,Presencial,Autônomo/PJ,9,22,1,0
2745,36,29,Sem vínculo,0.0,Exatas,Presencial,Desempregado,6,93,1,0
2746,76,29,Sênior,9557.31,Exatas,Híbrido,Iniciativa Privada,5,76,1,0
2747,68,31,Sênior,12726.97,Humanas,Presencial,Iniciativa Privada,7,5,0,0
2748,61,25,Sênior,10451.23,Tecnologia,EAD,Autônomo/PJ,9,73,0,0
2749,118,31,Pleno,6377.47,Humanas,Presencial,Iniciativa Privada,7,54,1,0
2750,47,25,Sênior,11917.58,Exatas,Presencial,Iniciativa Privada,9,80,0,0
2751,66,26,Sênior,9861.35,Biológicas,Presencial,Autônomo/PJ,8,7,0,0
2752,47,27,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,9,72,1,0
2753,61,25,Sênior,10341.56,Exatas,Presencial,Setor Público,4,97,1,0
2754,41,24,Júnior,3049.2,Biológicas,Presencial,Iniciativa Privada,9,80,0,0
2755,89,33,Gestão,16251.44,Tecnologia,Presencial,Iniciativa Privada,9,85,1,0
2756,73,29,Gestão,18047.59,Humanas,Presencial,Iniciativa Privada,6,63,1,0
2757,12,25,Júnior,3998.99,Exatas,Híbrido,Autônomo/PJ,6,66,1,0
2758,59,24,Sênior,9698.67,Exatas,Presencial,Autônomo/PJ,10,40,1,0
2759,6,22,Júnior,2893.16,Tecnologia,EAD,ONG,8,39,1,0
2760,49,30,Pleno,6367.93,Exatas,Presencial,Iniciativa Privada,8,92,1,0
2761,50,24,Sênior,11818.49,Tecnologia,EAD,Setor Público,5,26,0,0
2762,111,31,Sênior,11216.36,Humanas,Presencial,Iniciativa Privada,8,38,0,0
2763,52,31,Sênior,12034.62,Tecnologia,Presencial,Iniciativa Privada,6,52,0,0
2764,18,25,Júnior,2789.39,Humanas,Presencial,Autônomo/PJ,4,39,0,0
2765,27,29,Pleno,7131.9,Humanas,Presencial,Iniciativa Privada,9,51,0,0
2766,26,29,Sênior,12823.62,Humanas,Híbrido,Setor Público,4,36,0,0
2767,91,29,Sênior,12713.88,Humanas,Presencial,Setor Público,6,66,0,0
2768,97,31,Sem vínculo,0.0,Tecnologia,Híbrido,Desempregado,5,18,0,0
2769,14,27,Júnior,3794.54,Tecnologia,Híbrido,Autônomo/PJ,4,33,0,0
2770,31,27,Pleno,6461.14,Exatas,Presencial,Autônomo/PJ,9,77,0,0
2771,14,23,Júnior,4178.27,Biológicas,Presencial,Iniciativa Privada,9,84,0,0
2772,20,24,Júnior,3622.34,Exatas,Híbrido,Iniciativa Privada,4,65,0,0
2773,15,26,Júnior,3776.8,Humanas,Presencial,Iniciativa Privada,5,9,0,0
2774,93,33,Sênior,11847.91,Biológicas,EAD,Iniciativa Privada,4,51,1,0
2775,47,30,Sênior,13085.56,Biológicas,Híbrido,Setor Público,7,41,0,0
2776,77,30,Gestão,16428.18,Exatas,EAD,Setor Público,10,59,1,0
2777,29,26,Pleno,9003.71,Exatas,EAD,Iniciativa Privada,6,80,1,0
2778,85,33,Sênior,11103.78,Biológicas,EAD,Iniciativa Privada,4,1,0,0
2779,54,30,Sênior,10164.58,Biológicas,EAD,Iniciativa Privada,4,90,0,0
2780,31,22,Pleno,6821.83,Humanas,Presencial,Setor Público,5,0,0,0
2781,96,31,Gestão,15643.85,Humanas,Presencial,Setor Público,4,49,1,0
2782,42,30,Pleno,7272.92,Humanas,EAD,Setor Público,5,35,1,0
2783,73,29,Sênior,10913.28,Exatas,Híbrido,Iniciativa Privada,6,96,0,0
2784,55,30,Pleno,7683.56,Biológicas,Presencial,Iniciativa Privada,7,21,0,0
2785,29,23,Sênior,10613.76,Humanas,Presencial,Autônomo/PJ,8,98,0,1
2786,24,23,Pleno,6132.48,Tecnologia,Presencial,Autônomo/PJ,6,97,0,0
2787,105,33,Sênior,13176.91,Tecnologia,Híbrido,Iniciativa Privada,4,81,1,0
2788,65,30,Sênior,12918.73,Biológicas,Presencial,Setor Público,10,35,1,1
2789,44,24,Pleno,6557.37,Humanas,EAD,Iniciativa Privada,7,2,1,0
2790,79,32,Sênior,11146.81,Exatas,Híbrido,Autônomo/PJ,8,43,1,0
2791,94,33,Pleno,5124.96,Tecnologia,Presencial,Autônomo/PJ,8,15,0,0
2792,23,26,Júnior,1500.0,Humanas,Híbrido,Setor Público,9,10,0,0
2793,24,24,Pleno,5228.81,Tecnologia,Híbrido,Iniciativa Privada,9,9,1,0
2794,41,29,Pleno,8116.0,Exatas,Híbrido,Iniciativa Privada,4,50,1,0
2795,79,27,Gestão,17370.58,Humanas,Presencial,Setor Público,9,41,0,1
2796,102,31,Gestão,15864.41,Exatas,Presencial,Setor Público,8,84,0,0
2797,60,31,Pleno,7228.19,Biológicas,EAD,Setor Público,8,24,1,0
2798,119,36,Gestão,15856.67,Tecnologia,Presencial,Setor Público,6,98,1,0
2799,74,32,Sênior,12615.24,Tecnologia,Presencial,Iniciativa Privada,9,5,0,0
2800,52,26,Sem vínculo,0.0,Tecnologia,Híbrido,Desempregado,9,43,1,0
2801,54,29,Sênior,10973.76,Tecnologia,EAD,Autônomo/PJ,6,7,0,0
2802,104,34,Sênior,12458.13,Tecnologia,Presencial,Iniciativa Privada,8,33,1,0
2803,113,33,Sênior,9442.9,Humanas,Presencial,Setor Público,5,40,1,0
2804,103,28,Gestão,15476.87,Exatas,EAD,Iniciativa Privada,4,0,1,0
2805,38,24,Júnior,4441.02,Biológicas,Híbrido,Iniciativa Privada,5,2,0,0
2806,26,29,Sênior,12532.3,Tecnologia,Presencial,Iniciativa Privada,5,51,1,0
2807,86,34,Gestão,18735.36,Humanas,Presencial,Setor Público,8,90,0,1
2808,27,29,Pleno,6911.42,Biológicas,EAD,ONG,4,76,0,0
2809,53,28,Sênior,10946.73,Tecnologia,Presencial,Setor Público,5,42,0,0
2810,42,30,Pleno,6163.72,Exatas,Presencial,Iniciativa Privada,10,46,1,1
2811,20,28,Júnior,3877.17,Humanas,Presencial,Iniciativa Privada,10,82,0,0
2812,40,28,Sênior,9681.53,Humanas,Presencial,Iniciativa Privada,10,18,1,0
2813,97,31,Sênior,9328.05,Exatas,Presencial,Iniciativa Privada,6,69,0,0
2814,76,26,Sênior,12585.69,Tecnologia,EAD,Autônomo/PJ,6,46,0,0
2815,37,27,Sem vínculo,0.0,Humanas,Presencial,Desempregado,4,77,1,0
2816,16,21,Júnior,5014.3,Humanas,Híbrido,Iniciativa Privada,5,4,0,0
2817,15,22,Júnior,3797.65,Tecnologia,EAD,Setor Público,10,63,0,0
2818,78,31,Sem vínculo,0.0,Biológicas,EAD,Desempregado,7,44,0,0
2819,83,32,Gestão,16387.93,Exatas,Presencial,Iniciativa Privada,9,63,0,0
2820,82,29,Sênior,10780.38,Exatas,Híbrido,Autônomo/PJ,7,44,1,0
2821,62,30,Gestão,16829.87,Biológicas,Híbrido,Setor Público,4,35,1,0
2822,30,22,Pleno,6305.02,Humanas,Presencial,Setor Público,9,8,1,0
2823,7,24,Júnior,3281.43,Tecnologia,Presencial,Iniciativa Privada,4,22,1,0
2824,69,26,Sênior,11872.67,Exatas,Presencial,Setor Público,7,31,1,0
2825,40,24,Pleno,5422.85,Humanas,Presencial,Autônomo/PJ,5,92,0,0
2826,12,26,Júnior,3874.92,Humanas,Presencial,Iniciativa Privada,5,44,1,0
2827,90,33,Gestão,15705.64,Biológicas,Presencial,Iniciativa Privada,8,27,1,0
2828,23,25,Júnior,3784.5,Tecnologia,Presencial,Iniciativa Privada,9,51,0,0
2829,72,32,Gestão,14937.82,Tecnologia,Presencial,ONG,4,10,0,0
2830,47,29,Júnior,2379.37,Exatas,Híbrido,Iniciativa Privada,5,18,1,0
2831,44,30,Pleno,7792.99,Humanas,EAD,Autônomo/PJ,7,63,0,0
2832,46,27,Pleno,7120.54,Tecnologia,Híbrido,Iniciativa Privada,9,64,1,0
2833,118,29,Sênior,12256.48,Biológicas,Presencial,Iniciativa Privada,7,72,1,0
2834,80,31,Sênior,13875.01,Tecnologia,EAD,Iniciativa Privada,6,56,1,0
2835,108,34,Gestão,16836.38,Tecnologia,EAD,Iniciativa Privada,5,65,1,0
2836,29,29,Pleno,7050.9,Biológicas,EAD,Iniciativa Privada,10,3,1,0
2837,65,27,Gestão,16441.38,Exatas,Presencial,Setor Público,10,28,0,0
2838,51,29,Sênior,11448.2,Biológicas,Presencial,Iniciativa Privada,8,3,0,0
2839,24,23,Pleno,6814.76,Tecnologia,Híbrido,Iniciativa Privada,8,0,1,0
2840,73,26,Sênior,9823.39,Tecnologia,Presencial,Iniciativa Privada,9,91,0,0
2841,95,31,Sênior,8842.1,Humanas,Presencial,Setor Público,4,17,1,0
2842,107,33,Sênior,12615.56,Biológicas,Presencial,Autônomo/PJ,6,12,0,0
2843,47,23,Sênior,11658.91,Exatas,Híbrido,Setor Público,9,69,1,0
2844,37,30,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,7,48,1,0
2845,44,28,Pleno,5851.18,Humanas,EAD,Iniciativa Privada,7,46,0,0
2846,114,33,Gestão,15456.65,Tecnologia,Presencial,Iniciativa Privada,4,85,1,0
2847,115,32,Sênior,12231.51,Biológicas,Presencial,Iniciativa Privada,8,29,0,0
2848,41,27,Sênior,11419.54,Tecnologia,Presencial,Iniciativa Privada,8,26,1,0
2849,109,33,Sênior,11629.31,Biológicas,Presencial,Setor Público,7,71,1,1
2850,106,32,Sênior,10430.2,Exatas,Híbrido,Iniciativa Privada,10,27,0,0
2851,102,33,Gestão,16992.17,Exatas,EAD,Iniciativa Privada,4,1,0,0
2852,41,25,Pleno,7181.07,Humanas,Presencial,Iniciativa Privada,9,19,0,0
2853,8,24,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,5,74,0,0
2854,78,33,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,9,77,0,0
2855,13,22,Pleno,5386.77,Tecnologia,Híbrido,Iniciativa Privada,6,23,0,0
2856,102,29,Sênior,10115.94,Exatas,Presencial,Iniciativa Privada,8,76,0,0
2857,75,33,Gestão,19094.12,Exatas,Presencial,Autônomo/PJ,9,71,0,0
2858,46,23,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,8,43,1,0
2859,108,31,Sênior,10354.19,Tecnologia,Presencial,Iniciativa Privada,8,20,1,0
2860,73,26,Pleno,6432.54,Exatas,Presencial,Iniciativa Privada,5,21,0,0
2861,18,28,Sem vínculo,0.0,Humanas,EAD,Desempregado,10,72,1,0
2862,54,25,Júnior,3268.51,Tecnologia,Presencial,Autônomo/PJ,5,57,1,0
2863,65,31,Pleno,4859.83,Tecnologia,Híbrido,Iniciativa Privada,9,10,0,0
2864,7,21,Júnior,4337.83,Exatas,Híbrido,Setor Público,6,79,1,0
2865,65,28,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,8,52,1,0
2866,10,24,Júnior,4399.44,Exatas,Presencial,Autônomo/PJ,7,8,1,0
2867,49,30,Sênior,12243.69,Humanas,EAD,Autônomo/PJ,8,66,1,1
2868,32,23,Pleno,6201.83,Biológicas,EAD,Autônomo/PJ,6,99,1,0
2869,37,28,Pleno,6756.13,Exatas,Presencial,Iniciativa Privada,9,51,0,0
2870,26,27,Pleno,5592.46,Humanas,Presencial,Autônomo/PJ,6,12,0,0
2871,13,21,Júnior,3629.34,Tecnologia,Híbrido,Iniciativa Privada,7,0,1,0
2872,107,34,Sem vínculo,0.0,Exatas,Presencial,Desempregado,5,43,0,0
2873,77,26,Gestão,17786.93,Biológicas,EAD,Iniciativa Privada,7,74,0,0
2874,55,28,Pleno,7475.86,Tecnologia,EAD,ONG,6,23,0,0
2875,72,30,Sênior,11830.38,Exatas,Presencial,Iniciativa Privada,7,4,0,0
2876,49,27,Pleno,7252.8,Humanas,EAD,Iniciativa Privada,8,65,0,0
2877,63,32,Pleno,6926.15,Humanas,Híbrido,Iniciativa Privada,6,80,0,0
2878,8,27,Júnior,4456.98,Exatas,Presencial,Setor Público,10,80,1,1
2879,91,29,Gestão,16761.02,Tecnologia,Híbrido,Autônomo/PJ,9,19,0,0
2880,75,26,Sênior,10283.09,Exatas,Presencial,Autônomo/PJ,5,63,0,0
2881,7,24,Júnior,2537.41,Tecnologia,EAD,Iniciativa Privada,5,14,0,0
2882,92,34,Sênior,10695.77,Humanas,EAD,Iniciativa Privada,7,67,1,0
2883,49,24,Sem vínculo,0.0,Exatas,EAD,Desempregado,7,53,1,0
2884,7,24,Júnior,5604.26,Biológicas,Presencial,Autônomo/PJ,10,10,0,0
2885,107,29,Gestão,17496.74,Tecnologia,Presencial,Autônomo/PJ,10,22,0,0
2886,86,27,Sênior,12136.04,Exatas,Híbrido,Autônomo/PJ,7,0,1,0
2887,40,24,Pleno,7761.85,Exatas,Presencial,Autônomo/PJ,9,41,1,0
2888,103,28,Pleno,4880.33,Tecnologia,EAD,Iniciativa Privada,8,46,0,0
2889,92,29,Sênior,11765.19,Exatas,Híbrido,Autônomo/PJ,5,67,1,0
2890,35,25,Pleno,6196.34,Tecnologia,Presencial,Setor Público,6,37,0,0
2891,13,26,Júnior,4844.8,Tecnologia,Presencial,ONG,6,1,0,0
2892,27,29,Pleno,7382.46,Tecnologia,Híbrido,Autônomo/PJ,5,44,1,0
2893,49,29,Pleno,6876.56,Tecnologia,Híbrido,Iniciativa Privada,9,26,0,0
2894,63,30,Sênior,10730.38,Biológicas,Presencial,Iniciativa Privada,10,97,1,1
2895,41,24,Júnior,4026.12,Tecnologia,EAD,Iniciativa Privada,10,76,0,1
2896,74,32,Gestão,17347.44,Biológicas,Híbrido,Iniciativa Privada,7,60,1,1
2897,82,30,Gestão,17113.08,Exatas,Presencial,Setor Público,4,81,0,0
2898,98,33,Gestão,17519.75,Exatas,Presencial,ONG,7,10,0,0
2899,36,25,Pleno,8583.06,Exatas,Presencial,Iniciativa Privada,9,68,0,0
2900,52,29,Pleno,7216.5,Biológicas,Presencial,Iniciativa Privada,5,28,0,0
2901,60,25,Sem vínculo,0.0,Humanas,EAD,Desempregado,8,24,0,0
2902,85,28,Gestão,16588.02,Biológicas,EAD,Autônomo/PJ,7,77,0,1
2903,111,35,Pleno,5629.01,Humanas,Presencial,Iniciativa Privada,10,53,0,1
2904,67,25,Sênior,7660.29,Tecnologia,Híbrido,Autônomo/PJ,6,47,1,0
2905,35,28,Júnior,2492.94,Biológicas,Presencial,Iniciativa Privada,8,45,1,0
2906,60,25,Sênior,12047.93,Biológicas,Presencial,Iniciativa Privada,5,40,0,0
2907,21,21,Júnior,2535.17,Tecnologia,Presencial,Iniciativa Privada,10,40,0,0
2908,17,28,Júnior,4065.72,Biológicas,EAD,Iniciativa Privada,4,60,1,0
2909,22,24,Júnior,2434.6,Humanas,Presencial,Iniciativa Privada,7,100,1,0
2910,21,24,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,8,10,0,0
2911,17,25,Júnior,2440.72,Biológicas,Híbrido,Autônomo/PJ,8,43,0,0
2912,13,22,Júnior,3956.41,Biológicas,Híbrido,Iniciativa Privada,6,31,1,0
2913,89,29,Sênior,10768.42,Biológicas,Presencial,Iniciativa Privada,10,48,0,1
2914,8,22,Júnior,3180.45,Tecnologia,Presencial,Iniciativa Privada,7,5,0,0
2915,21,23,Júnior,5206.89,Tecnologia,EAD,Autônomo/PJ,4,56,1,0
2916,35,29,Pleno,5397.47,Tecnologia,EAD,Autônomo/PJ,8,5,0,0
2917,114,29,Gestão,17516.55,Tecnologia,Híbrido,Iniciativa Privada,6,46,0,0
2918,28,25,Pleno,5037.87,Exatas,Presencial,Iniciativa Privada,10,62,1,0
2919,97,29,Sênior,11513.48,Humanas,Presencial,Setor Público,7,48,0,0
2920,109,29,Gestão,16879.02,Exatas,EAD,Setor Público,7,21,1,0
2921,10,26,Júnior,3395.38,Humanas,EAD,Iniciativa Privada,10,66,1,0
2922,89,30,Sênior,11841.51,Biológicas,EAD,Setor Público,10,18,1,1
2923,109,32,Sênior,14286.48,Humanas,Híbrido,Setor Público,10,54,1,1
2924,113,34,Sênior,11384.02,Exatas,EAD,Iniciativa Privada,4,33,1,0
2925,70,30,Sênior,12219.98,Tecnologia,Presencial,Iniciativa Privada,6,40,1,0
2926,35,29,Pleno,6128.86,Tecnologia,EAD,Iniciativa Privada,10,6,0,0
2927,26,23,Júnior,2501.22,Exatas,Presencial,ONG,4,56,0,0
2928,89,33,Sem vínculo,0.0,Humanas,Presencial,Desempregado,8,15,1,0
2929,75,27,Gestão,15890.38,Exatas,Híbrido,ONG,9,58,1,0
2930,27,23,Pleno,8641.52,Humanas,EAD,Autônomo/PJ,10,37,0,0
2931,87,34,Gestão,17959.7,Tecnologia,Presencial,Setor Público,5,8,1,0
2932,77,33,Gestão,16278.35,Tecnologia,Presencial,Setor Público,5,76,0,0
2933,108,29,Sem vínculo,0.0,Humanas,Presencial,Desempregado,4,33,1,0
2934,37,27,Pleno,4652.38,Tecnologia,Presencial,Iniciativa Privada,4,45,1,0
2935,38,30,Júnior,4873.21,Humanas,EAD,Iniciativa Privada,9,36,1,0
2936,21,22,Júnior,3434.47,Biológicas,EAD,Setor Público,9,42,1,0
2937,81,31,Sênior,12209.27,Tecnologia,Presencial,Setor Público,9,46,1,0
2938,43,27,Pleno,5781.69,Exatas,Presencial,Iniciativa Privada,9,5,1,0
2939,103,28,Gestão,16701.61,Humanas,Presencial,Setor Público,10,37,1,1
2940,19,25,Pleno,5757.45,Humanas,Presencial,Autônomo/PJ,5,60,0,0
2941,41,25,Sênior,11677.05,Tecnologia,Presencial,Iniciativa Privada,8,3,0,0
2942,102,34,Sênior,12503.41,Biológicas,EAD,Autônomo/PJ,9,4,1,0
2943,28,26,Júnior,4091.76,Tecnologia,EAD,Iniciativa Privada,9,69,1,0
2944,119,30,Sem vínculo,0.0,Exatas,Híbrido,Desempregado,4,59,1,0
2945,114,29,Pleno,7319.47,Exatas,EAD,Iniciativa Privada,9,76,1,1
2946,71,31,Sênior,13735.63,Tecnologia,EAD,Setor Público,8,87,1,0
2947,110,30,Sênior,12194.41,Tecnologia,Presencial,Iniciativa Privada,10,91,1,0
2948,90,33,Sênior,10803.69,Tecnologia,Presencial,Iniciativa Privada,10,76,1,0
2949,7,25,Pleno,5736.83,Exatas,EAD,Setor Público,8,55,0,0
2950,96,30,Gestão,17989.45,Tecnologia,Presencial,Iniciativa Privada,10,81,0,0
2951,78,31,Sênior,12297.99,Biológicas,EAD,Iniciativa Privada,6,58,1,0
2952,70,26,Gestão,18963.78,Tecnologia,Presencial,Iniciativa Privada,10,6,0,0
2953,80,27,Gestão,16244.41,Biológicas,Híbrido,Autônomo/PJ,8,67,1,1
2954,72,27,Sênior,11917.52,Biológicas,Presencial,Autônomo/PJ,9,30,0,0
2955,57,27,Sênior,11266.29,Exatas,Presencial,Iniciativa Privada,10,87,0,0
2956,67,27,Sênior,9773.9,Exatas,Híbrido,Setor Público,7,85,0,0
2957,28,28,Pleno,5503.13,Tecnologia,Presencial,Autônomo/PJ,9,84,1,1
2958,31,29,Sênior,11192.06,Biológicas,Híbrido,Setor Público,5,47,0,0
